UniqueKey,Config,Run,TimeStep,avgUtil,avgGathered,avgHeld,gini,complexity,T1_made,T2_made,T3_made,T4_made,T5_made,T6_made,totalUtil
B26032017042340627189166,T4_24_24,001,57,61296.7,1371.08,349.833,0.0847042,8.05919,7.20833,0.333333,0,0,0,0,1.47112e+06,
B26032017042340627189166,T4_24_24,001,58,62568,1409.79,336.667,0.0850208,8.25965,8.5,0.375,0,0,0,0,1.50163e+06,
B26032017042340627189166,T4_24_24,001,59,63464.7,1493.67,386.667,0.0846221,8.23157,6.375,0.416667,0,0,0,0,1.52315e+06,
B26032017042340627189166,T4_24_24,001,60,64588.3,1524,351.792,0.0835769,8.14402,8.08333,0.541667,0,0,0,0,1.55012e+06,
B26032017042340627189166,T4_24_24,001,61,65690.7,1634,431.708,0.0849805,8.72435,6.75,0.291667,0,0,0,0,1.57658e+06,
B26032017042340627189166,T4_24_24,001,62,66640.4,1689.92,414.25,0.0848738,9.1373,8.79167,0.791667,0,0,0,0,1.59937e+06,
B26032017042340627189166,T4_24_24,001,63,68243.8,1826.38,497.708,0.0844927,9.66706,7.08333,0.625,0,0,0,0,1.63785e+06,
B26032017042340627189166,T4_24_24,001,64,70321.3,1925.62,487.625,0.0810468,9.44809,7.70833,0.666667,0,0,0,0,1.68771e+06,
B26032017042340627189166,T4_24_24,001,65,71806.2,2057.71,539.375,0.0796207,9.62526,6.79167,0.583333,0,0,0,0,1.72335e+06,
B26032017042340627189166,T4_24_24,001,66,73001.7,2106.38,485.75,0.0800017,9.46526,8.29167,0.833333,0,0,0,0,1.75204e+06,
B26032017042340627189166,T4_24_24,001,67,74787.3,2209.58,549.083,0.0818581,9.87646,7.41667,0.583333,0,0,0,0,1.7949e+06,
B26032017042340627189166,T4_24_24,001,68,75610.6,2282.75,539.708,0.0798853,9.87802,8.20833,0.666667,0,0,0,0,1.81466e+06,
B26032017042340627189166,T4_24_24,001,69,78464.2,2447.5,643.083,0.0759368,10.4843,7.95833,1.20833,0,0,0,0,1.88314e+06,
B26032017042340627189166,T4_24_24,001,70,79315.5,2584.29,651.917,0.0696495,10.9239,8.45833,1,0,0,0,0,1.90357e+06,
B26032017042340627189166,T4_24_24,001,71,82199.4,2792.17,747.667,0.065533,11.238,7.75,1.08333,0,0,0,0,1.97278e+06,
B26032017042340627189166,T4_24_24,001,72,83456.4,2977.88,768.167,0.0613206,11.4733,8.41667,1.45833,0,0,0,0,2.00295e+06,
B26032017042340627189166,T4_24_24,001,73,85629.8,3213.62,849.417,0.061252,11.4688,6.45833,1,0,0,0,0,2.05512e+06,
B26032017042340627189166,T4_24_24,001,74,86537.8,3258.04,718.458,0.061694,11.3956,9,1.16667,0,0,0,0,2.07691e+06,
B26032017042340627189166,T4_24_24,001,75,86485.3,3217.67,649.583,0.0641654,11.5297,10.5417,1.41667,0,0,0,0,2.07565e+06,
B26032017042340627189166,T4_24_24,001,76,88195.8,3435.96,883.333,0.0649885,11.4901,6.5,0.875,0,0,0,0,2.1167e+06,
B26032017042340627189166,T4_24_24,001,77,89044.6,3410.25,696.667,0.0676755,11.7667,10.875,1.75,0.0416667,0,0,0,2.13707e+06,
B26032017042340627189166,T4_24_24,001,78,89671.3,3608.83,897.583,0.0694234,12.8991,6.91667,0.833333,0,0,0,0,2.15211e+06,
B26032017042340627189166,T4_24_24,001,79,90136.5,3658.29,799.417,0.0700005,13.8834,9.08333,1.33333,0.0416667,0,0,0,2.16328e+06,
B26032017042340627189166,T4_24_24,001,80,91511.7,3857.17,953.167,0.0696445,14.8593,7.25,1.125,0,0,0,0,2.19628e+06,
B26032017042340627189166,T4_24_24,001,81,92076.2,3847.46,785,0.0719777,14.9752,9.75,1.79167,0.0833333,0,0,0,2.20983e+06,
B26032017042340627189166,T4_24_24,001,82,93493.4,4112.83,1058.62,0.0729933,21.2521,7.29167,1.08333,0.0833333,0,0,0,2.24384e+06,
B26032017042340627189166,T4_24_24,001,83,95352.3,4321.33,1053.92,0.0742854,23.5382,8.625,1.20833,0.0416667,0,0,0,2.28846e+06,
B26032017042340627189166,T4_24_24,001,84,97002.9,4406.08,968.833,0.0714185,22.0162,8.625,1.70833,0.166667,0,0,0,2.32807e+06,
B26032017042340627189166,T4_24_24,001,85,98093.7,4739.83,1245.5,0.0717376,26.3212,8.41667,1.29167,0.0416667,0,0,0,2.35425e+06,
B26032017042340627189166,T4_24_24,001,86,100037,4950.88,1190.38,0.0706048,23.9844,8,1.375,0.0833333,0,0,0,2.40089e+06,
B26032017042340627189166,T4_24_24,001,87,100186,4924.58,998.708,0.0720254,27.9151,11.8333,2.29167,0.291667,0,0,0,2.40446e+06,
B26032017042340627189166,T4_24_24,001,88,100475,5290.25,1372.71,0.0713351,28.919,7.29167,1.45833,0.166667,0,0,0,2.4114e+06,
B26032017042340627189166,T4_24_24,001,89,101086,5464.25,1257.79,0.0735887,29.5425,9.125,1.625,0.125,0,0,0,2.42606e+06,
B26032017042340627189166,T4_24_24,001,90,101630,5351.21,1016.21,0.0692012,26.5604,10.2917,2.08333,0.208333,0,0,0,2.43913e+06,
B26032017042340627189166,T4_24_24,001,91,102555,5639.71,1389.42,0.0682207,30.2863,7.16667,1.08333,0.0416667,0,0,0,2.46132e+06,
B26032017042340627189166,T4_24_24,001,92,102481,5285.5,815.5,0.0636462,26.9192,13.2917,2.875,0.375,0,0,0,2.45954e+06,
B26032017042340627189166,T4_24_24,001,93,104288,5937.04,1714.88,0.0646674,32.5511,5.45833,0.958333,0.0416667,0,0,0,2.50292e+06,
B26032017042340627189166,T4_24_24,001,94,106826,5795.42,1078.83,0.0673527,35.5638,14.25,3.45833,0.5,0,0,0,2.56382e+06,
B26032017042340627189166,T4_24_24,001,95,110579,6473.29,1851.08,0.0720314,34.4448,4.66667,0.916667,0.208333,0,0,0,2.6539e+06,
B26032017042340627189166,T4_24_24,001,96,112767,6582.79,1435.79,0.0777997,37.9528,12.4583,2.16667,0.291667,0,0,0,2.70642e+06,
B26032017042340627189166,T4_24_24,001,97,116153,7030.17,1787.67,0.0826976,34.2325,6.41667,1.41667,0.166667,0,0,0,2.78768e+06,
B26032017042340627189166,T4_24_24,001,98,118507,7321.62,1736.46,0.0859509,36.7662,9.66667,1.91667,0.333333,0,0,0,2.84416e+06,
B26032017042340627189166,T4_24_24,001,99,120873,7599.33,1769.33,0.0878516,38.2246,9.70833,2,0.208333,0,0,0,2.90095e+06,
B26032017042340627189166,T4_24_24,001,100,123303,7808.46,1777,.,35.7601,8.91667,2.08333,0.333333,0,0,0,2.95927e+06,
B26032017042340627189166,T4_24_24,002,1,21649,67,67,.,0,0,0,0,0,0,0,519576,
B26032017042340627189166,T4_24_24,002,2,27473.5,120.833,67,0.00515362,0,0,0,0,0,0,0,659363,
B26032017042340627189166,T4_24_24,002,3,30911,162.792,67.5833,0.00649936,0.0554871,0.0833333,0,0,0,0,0,741865,
B26032017042340627189166,T4_24_24,002,4,33446.2,199.042,68.4583,0.00812157,0.120511,0.125,0,0,0,0,0,802710,
B26032017042340627189166,T4_24_24,002,5,35193.3,227.708,69.8333,0.00954275,0.275656,0.5,0,0,0,0,0,844640,
B26032017042340627189166,T4_24_24,002,6,35748.1,254.583,84.7083,0.0101458,1.5819,4.08333,0,0,0,0,0,857954,
B26032017042340627189166,T4_24_24,002,7,36396.1,280.458,88.2917,0.00989699,1.68051,4.04167,0,0,0,0,0,873506,
B26032017042340627189166,T4_24_24,002,8,37032.2,292.5,75.7083,0.00768571,0.977435,2.75,0,0,0,0,0,888774,
B26032017042340627189166,T4_24_24,002,9,37581.3,304.958,79,0.00724067,1.09335,2.58333,0,0,0,0,0,901951,
B26032017042340627189166,T4_24_24,002,10,38015.9,316.375,80.2917,0.00776462,1.16295,2.75,0,0,0,0,0,912382,
B26032017042340627189166,T4_24_24,002,11,38539.2,327.542,81.0833,0.00754796,1.06218,1.91667,0,0,0,0,0,924941,
B26032017042340627189166,T4_24_24,002,12,37934.5,327.667,87.9167,0.00732392,2.17393,7.45833,0,0,0,0,0,910429,
B26032017042340627189166,T4_24_24,002,13,38301.6,336.333,84.9583,0.00743678,1.48602,3.625,0,0,0,0,0,919238,
B26032017042340627189166,T4_24_24,002,14,39115.1,353,88.7917,0.00692701,1.35711,1.91667,0,0,0,0,0,938763,
B26032017042340627189166,T4_24_24,002,15,39716,368.458,93.8333,0.00752764,1.44139,1.375,0,0,0,0,0,953185,
B26032017042340627189166,T4_24_24,002,16,39975.4,375.917,90.5,0.00704044,1.47652,2.45833,0,0,0,0,0,959409,
B26032017042340627189166,T4_24_24,002,17,39848.4,382,98.0417,0.00878571,2.20697,6.04167,0,0,0,0,0,956361,
B26032017042340627189166,T4_24_24,002,18,37331,320.125,57.6667,0.00857469,2.74422,15,0,0,0,0,0,895945,
B26032017042340627189166,T4_24_24,002,19,38820.9,367.375,121.667,0.00985982,2.37842,3.66667,0,0,0,0,0,931702,
B26032017042340627189166,T4_24_24,002,20,38409.8,358.75,88.25,0.0101754,2.10482,7.04167,0,0,0,0,0,921834,
B26032017042340627189166,T4_24_24,002,21,39412.1,382.875,104.708,0.0098938,2.05571,3.83333,0,0,0,0,0,945890,
B26032017042340627189166,T4_24_24,002,22,40682.2,416,114.667,0.00936791,2.06468,2.20833,0,0,0,0,0,976373,
B26032017042340627189166,T4_24_24,002,23,41197.6,430.458,109.042,0.00920213,2.0875,3.375,0,0,0,0,0,988743,
B26032017042340627189166,T4_24_24,002,24,42264.8,459.583,117.833,0.00978902,2.07178,1.79167,0,0,0,0,0,1.01436e+06,
B26032017042340627189166,T4_24_24,002,25,42720.3,474,113.583,0.011754,2.09098,2.83333,0,0,0,0,0,1.02529e+06,
B26032017042340627189166,T4_24_24,002,26,41397.5,435.625,87.5833,0.0117994,2.61465,10.625,0,0,0,0,0,993539,
B26032017042340627189166,T4_24_24,002,27,39955.5,391.917,79.0417,0.01132,2.67264,12,0,0,0,0,0,958932,
B26032017042340627189166,T4_24_24,002,28,40522.4,408.458,115.292,0.0109651,2.53813,6.29167,0,0,0,0,0,972538,
B26032017042340627189166,T4_24_24,002,29,40886.8,421.667,115.292,0.00827976,3.10192,7.20833,0.0416667,0,0,0,0,981283,
B26032017042340627189166,T4_24_24,002,30,41515.5,439.333,120,0.0101444,2.98646,6.29167,0.0416667,0,0,0,0,996372,
B26032017042340627189166,T4_24_24,002,31,41957.3,447.75,116.542,0.0118337,2.79299,6.79167,0.0416667,0,0,0,0,1.00698e+06,
B26032017042340627189166,T4_24_24,002,32,41150,423.75,95.625,0.0139728,3.07712,10.75,0,0,0,0,0,987599,
B26032017042340627189166,T4_24_24,002,33,42558.6,459.208,135.5,0.0131055,2.96218,5.33333,0.0416667,0,0,0,0,1.02141e+06,
B26032017042340627189166,T4_24_24,002,34,43248.5,475.333,127.875,0.0120567,2.82698,6.125,0.0416667,0,0,0,0,1.03796e+06,
B26032017042340627189166,T4_24_24,002,35,43526.6,484.083,124.708,0.011431,3.0872,7.5,0,0,0,0,0,1.04464e+06,
B26032017042340627189166,T4_24_24,002,36,44431.6,510.167,138.083,0.0104466,2.91943,5.66667,0.0416667,0,0,0,0,1.06636e+06,
B26032017042340627189166,T4_24_24,002,37,44482,507.458,122.333,0.0125679,2.96117,7.25,0,0,0,0,0,1.06757e+06,
B26032017042340627189166,T4_24_24,002,38,44070.5,487.792,110.958,0.0125557,2.76906,9.25,0.0416667,0,0,0,0,1.05769e+06,
B26032017042340627189166,T4_24_24,002,39,44943,513.458,143.583,0.0138312,3.25682,6.125,0,0,0,0,0,1.07863e+06,
B26032017042340627189166,T4_24_24,002,40,45372.3,531.208,141,0.0156543,3.67996,6.95833,0.0416667,0,0,0,0,1.08894e+06,
B26032017042340627189166,T4_24_24,002,41,45823.7,545.583,142.792,0.0162164,3.98308,7.04167,0.125,0,0,0,0,1.09977e+06,
B26032017042340627189166,T4_24_24,002,42,46384.4,567.5,149.583,0.0169693,3.99359,6.625,0.0833333,0,0,0,0,1.11322e+06,
B26032017042340627189166,T4_24_24,002,43,47247.3,591.083,155.5,0.0166381,3.93087,6.29167,0.0416667,0,0,0,0,1.13394e+06,
B26032017042340627189166,T4_24_24,002,44,46952,588.5,142.208,0.0165839,4.32376,8.375,0.0833333,0,0,0,0,1.12685e+06,
B26032017042340627189166,T4_24_24,002,45,47535.2,610.125,159.542,0.0172362,4.2246,6.95833,0.0416667,0,0,0,0,1.14084e+06,
B26032017042340627189166,T4_24_24,002,46,47927.3,614.042,150.708,0.0166324,3.73984,7.125,0.166667,0,0,0,0,1.15026e+06,
B26032017042340627189166,T4_24_24,002,47,48766.6,648.125,173.542,0.0177408,4.08331,5.54167,0,0,0,0,0,1.1704e+06,
B26032017042340627189166,T4_24_24,002,48,48559.5,638.75,149.25,0.0181306,4.61809,8.875,0.208333,0,0,0,0,1.16543e+06,
B26032017042340627189166,T4_24_24,002,49,49637.2,688.833,192.083,0.0217269,4.87093,5.45833,0.0833333,0,0,0,0,1.19129e+06,
B26032017042340627189166,T4_24_24,002,50,50015.8,684.875,159.417,0.0252593,4.2436,8.125,0.208333,0,0,0,0,1.20038e+06,
B26032017042340627189166,T4_24_24,002,51,50641.9,734.417,207.208,0.030784,5.86849,6.70833,0.0416667,0,0,0,0,1.2154e+06,
B26032017042340627189166,T4_24_24,002,52,49909,692.083,139,0.032729,5.18165,11.0833,0.25,0,0,0,0,1.19782e+06,
B26032017042340627189166,T4_24_24,002,53,51800.6,773.208,233.417,0.0340721,5.56462,4.70833,0.0833333,0,0,0,0,1.24322e+06,
B26032017042340627189166,T4_24_24,002,54,52563.9,803.917,208,0.0383623,5.59195,7.20833,0.0833333,0,0,0,0,1.26153e+06,
B26032017042340627189166,T4_24_24,002,55,53056.9,829.625,210.917,0.0409593,5.88799,7.79167,0.291667,0,0,0,0,1.27336e+06,
B26032017042340627189166,T4_24_24,002,56,53588.8,857.958,219.333,0.0476017,6.14305,8,0.125,0,0,0,0,1.28613e+06,
B26032017042340627189166,T4_24_24,002,57,55094.1,945.042,274.042,0.0489144,6.35259,5.375,0.166667,0,0,0,0,1.32226e+06,
B26032017042340627189166,T4_24_24,002,58,54831.4,951.625,223.333,0.0504293,6.87649,9.54167,0.291667,0,0,0,0,1.31595e+06,
B26032017042340627189166,T4_24_24,002,59,56333.1,1036.79,290.292,0.0526634,6.83924,5.66667,0.208333,0,0,0,0,1.35199e+06,
B26032017042340627189166,T4_24_24,002,60,57476.6,1088.79,280.917,0.0556868,7.19341,7.41667,0.25,0,0,0,0,1.37944e+06,
B26032017042340627189166,T4_24_24,002,61,57856.1,1115.62,271.5,0.0590568,7.50322,8.91667,0.583333,0,0,0,0,1.38855e+06,
B26032017042340627189166,T4_24_24,002,62,59002.5,1188.75,320.667,0.063488,7.70816,6.79167,0.333333,0,0,0,0,1.41606e+06,
B26032017042340627189166,T4_24_24,002,63,59541.8,1219.75,297.417,0.0635701,7.62314,8.54167,0.458333,0,0,0,0,1.429e+06,
B26032017042340627189166,T4_24_24,002,64,60609,1291.42,338,0.0654749,7.84763,7.04167,0.291667,0,0,0,0,1.45462e+06,
B26032017042340627189166,T4_24_24,002,65,61033.9,1289.67,283.333,0.0636389,7.49471,9.29167,0.625,0,0,0,0,1.46481e+06,
B26032017042340627189166,T4_24_24,002,66,63338.2,1444.71,429.917,0.0661309,8.64877,5.29167,0.166667,0,0,0,0,1.52012e+06,
B26032017042340627189166,T4_24_24,002,67,63398.3,1488.67,362.917,0.0667077,9.07268,9.75,0.625,0,0,0,0,1.52156e+06,
B26032017042340627189166,T4_24_24,002,68,64547,1564.25,398.375,0.0692238,9.0091,7.75,0.791667,0,0,0,0,1.54913e+06,
B26032017042340627189166,T4_24_24,002,69,65950.5,1664.5,432.5,0.0710357,8.85694,6.54167,0.291667,0,0,0,0,1.58281e+06,
B26032017042340627189166,T4_24_24,002,70,66726.4,1743.67,444.667,0.0726933,9.95268,9.625,0.666667,0,0,0,0,1.60143e+06,
B26032017042340627189166,T4_24_24,002,71,68572.2,1855.54,478.458,0.0748735,9.38744,6.5,0.625,0,0,0,0,1.64573e+06,
B26032017042340627189166,T4_24_24,002,72,69844.9,1919.5,456,0.074754,11.3141,8.70833,0.958333,0.0416667,0,0,0,1.67628e+06,
B26032017042340627189166,T4_24_24,002,73,71195.4,2035.08,516.5,0.0773588,11.1377,7.33333,0.625,0,0,0,0,1.70869e+06,
B26032017042340627189166,T4_24_24,002,74,72625.4,2098.42,496.875,0.0750707,11.366,8.625,0.791667,0,0,0,0,1.74301e+06,
B26032017042340627189166,T4_24_24,002,75,75178,2265.75,604.625,0.0737901,10.9293,6.54167,0.708333,0,0,0,0,1.80427e+06,
B26032017042340627189166,T4_24_24,002,76,75700,2342.96,556.875,0.0706047,10.6182,9.25,1.20833,0.0416667,0,0,0,1.8168e+06,
B26032017042340627189166,T4_24_24,002,77,76724.1,2451.33,597.125,0.0696864,11.7216,7.20833,0.791667,0,0,0,0,1.84138e+06,
B26032017042340627189166,T4_24_24,002,78,77610.5,2515.12,581.542,0.0685502,12.1303,9.29167,0.75,0,0,0,0,1.86265e+06,
B26032017042340627189166,T4_24_24,002,79,79639.8,2649.29,663.417,0.067015,12,6.125,0.75,0,0,0,0,1.91136e+06,
B26032017042340627189166,T4_24_24,002,80,81085.7,2727.96,629.583,0.0665128,12.388,9.20833,1.41667,0.0416667,0,0,0,1.94606e+06,
B26032017042340627189166,T4_24_24,002,81,82593.5,2835.25,673.083,0.067723,12.6381,7.58333,0.791667,0,0,0,0,1.98224e+06,
B26032017042340627189166,T4_24_24,002,82,83121.8,2866.17,635.458,0.0690723,12.9572,9.75,1,0.0416667,0,0,0,1.99492e+06,
B26032017042340627189166,T4_24_24,002,83,83863.5,2950.58,678.083,0.068386,14.0079,7.66667,1.125,0.0416667,0,0,0,2.01272e+06,
B26032017042340627189166,T4_24_24,002,84,85015.1,3070.17,740.583,0.0695717,15.1019,8.83333,1.25,0.0416667,0,0,0,2.04036e+06,
B26032017042340627189166,T4_24_24,002,85,86959.1,3349.46,915.167,0.0683719,21.9442,7.16667,0.791667,0.0416667,0,0,0,2.08702e+06,
B26032017042340627189166,T4_24_24,002,86,88693.3,3480.42,833.167,0.0659026,20.8164,10.5,2,0.125,0,0,0,2.12864e+06,
B26032017042340627189166,T4_24_24,002,87,91083,3823.46,1064.25,0.0612155,19.65,6.41667,0.833333,0.0416667,0,0,0,2.18599e+06,
B26032017042340627189166,T4_24_24,002,88,92450.7,3854.17,826.292,0.0575159,18.7257,10.5,1.95833,0.166667,0,0,0,2.21882e+06,
B26032017042340627189166,T4_24_24,002,89,94358.2,4174.88,1105.33,0.0563534,21.4972,6.33333,0.916667,0.0416667,0,0,0,2.2646e+06,
B26032017042340627189166,T4_24_24,002,90,94714.5,4203.25,897.583,0.0587687,21.5357,9.375,1.66667,0.0833333,0,0,0,2.27315e+06,
B26032017042340627189166,T4_24_24,002,91,95615.5,4377.75,1036.04,0.060161,24.2248,8.5,1.375,0.0833333,0,0,0,2.29477e+06,
B26032017042340627189166,T4_24_24,002,92,97056.5,4619.75,1142.12,0.0618052,24.6149,7.29167,1.25,0.0833333,0,0,0,2.32936e+06,
B26032017042340627189166,T4_24_24,002,93,98411,4701.33,1034.62,0.0604095,24.6215,8.83333,1.70833,0.166667,0,0,0,2.36186e+06,
B26032017042340627189166,T4_24_24,002,94,100939,5027.08,1292.17,0.0627413,28.6144,7.29167,1.125,0.0833333,0,0,0,2.42254e+06,
B26032017042340627189166,T4_24_24,002,95,101169,5060.92,1066.54,0.0634751,27.8968,11.0833,2.125,0.291667,0,0,0,2.42806e+06,
B26032017042340627189166,T4_24_24,002,96,102556,5452.17,1419.71,0.0670377,28.2087,5.5,0.833333,0,0,0,0,2.46134e+06,
B26032017042340627189166,T4_24_24,002,97,102862,5362.33,1037.29,0.0684734,26.8398,10.875,2.04167,0.208333,0,0,0,2.46869e+06,
B26032017042340627189166,T4_24_24,002,98,104399,5555.08,1290.5,0.0712795,27.8915,6.91667,1.125,0.0833333,0,0,0,2.50557e+06,
B26032017042340627189166,T4_24_24,002,99,104042,5605.62,1182.54,0.0725645,29.7404,10.375,2.16667,0.208333,0,0,0,2.49701e+06,
B26032017042340627189166,T4_24_24,002,100,105412,5896.75,1431,.,30.0487,6.66667,1,0.0833333,0,0,0,2.52988e+06,
B26032017042340627189166,T4_24_24,003,1,21649,67,67,.,0,0,0,0,0,0,0,519576,
